FACTORY,FTY STATUS,SALES DOLLARS,SALES UNITS,MMO,IMO,MARK DOWNS,DAMAGE RATE,Lead Time Days,On Time %,Reject %,Pairs Defect %,Pkg Defect %,"Customer Damage per 100,000",Total Damage Rate,Receipt Units,Receipt 1st Cost,Average 1st Cost,Year
DAJILI,TARGET,23822.13546,1337.878,0.477083251,0.582254351,0.234267191,0.018249876,65.03955582,0.999124258,0.002775309,0.058633162,0,0.011323155,0.018249876,1455.785,10047.52009,6.901788444,2003
SHENGFENG,TARGET,20442.33315,1325.362,0.448842898,0.591484519,0.339247442,0.010246264,60.97596337,0.98447712,0.000312393,0.055462927,0.001961554,0.006139455,0.010246264,1199.918,7386.69578,6.156000477,2003
HUALUAN,TARGET,9183.47044,1299.491,0.42916579,0.622415994,0.502787,0.009193327,53.76802573,1,0.004263942,0.048039083,0.000542814,0.00467029,0.009193327,1000.726,2288.5311,2.286870832,2003
GENTLE,TARGET,14740.07318,1171.51,0.504093767,0.607327154,0.253836509,0.009058818,71.07580589,0.995958232,0,0.055301047,0,0.005336702,0.009058818,1266.508,5425.97596,4.284201884,2003
GRENDENSB,TARGET,7631.19531,1049.609,0.570596146,0.66529762,0.277288094,0.005571705,73.38335566,0.994648314,0.003302187,0.005626954,0.003820771,0.002943953,0.005571705,1202.088,3223.44933,2.681541892,2003
ANDREZAFL,TARGET,7112.00928,933.259,0.333903056,0.613310165,0.713518632,0.008908553,90.05478703,0.961661086,0,0.000155473,0.000155473,0.003643147,0.008908553,760.578,2900.73195,3.813852031,2003
PRICAWI,TARGET,10815.93272,897.72,0.441557219,0.616776779,0.446945742,0.010192019,58.8331977,0.99747981,0.034050677,0.004839685,0.000756201,0.005811389,0.010192019,853.69,4112.80072,4.817674706,2003
WANHUI#2,TARGET,7700.35449,836.005,0.488331859,0.61931474,0.330208123,0.01385979,61.87977406,1,0.002228089,0.049126278,0.000879217,0.007826508,0.01385979,821.26,2372.25252,2.888552371,2003
KINGWANG,TARGET,25499.58945,829.219,0.489440095,0.534669276,0.082386831,0.014714697,69.43894102,1,0.003093552,0.061631784,9.26097E-05,0.012388766,0.014714697,935.398,10231.57318,10.93820297,2003
HONGMAO,TARGET,8737.25962,794.556,0.45327125,0.598295057,0.349539782,0.011307558,65.34693522,0.994879655,0,0.059477424,0,0.00564592,0.011307558,675.469,3095.72532,4.583075345,2003
WEALTHSTEP,TARGET,13341.31106,740.614,0.542898713,0.618970113,0.193526243,0.006202172,82.90500794,0.890981447,0.00092248,0.062790838,0.002719526,0.006620183,0.006202172,1300.709,7555.0348,5.80839742,2003
YONGCHAO,TARGET,4250.40921,731.992,0.39670378,0.58936787,0.459791934,0.009670434,63.58387569,1,0,0.033480663,0,0.002900305,0.009670434,807.656,1772.1683,2.194211768,2003
FANDREIS,TARGET,7166.68753,697.096,0.445790177,0.600060287,0.376729207,0.009254987,53.51901657,1,0.089869911,0.016142384,0.000827815,0.004731056,0.009254987,483.222,2067.05628,4.277653501,2003
HUIYIN#2,TARGET,4978.90655,651.314,0.440868126,0.573988348,0.305989939,0.00641233,56.72443461,1,0,0.03756951,0.00108504,0.003313302,0.00641233,704.526,2284.75422,3.242966505,2003
UNIQUENE#2,TARGET,8419.42654,537.716,0.474512167,0.613056713,0.349326559,0.008962951,39.83585575,1,0,0.062688496,0,0.006631754,0.008962951,539.352,3701.72064,6.863274151,2003
YINGLONG,TARGET,2309.00439,419.983,0.389539948,0.596090124,0.502568893,0.008951954,60.17417854,0.968121109,0,0.048882682,0.000997606,0.00165721,0.008951954,403.556,1219.70278,3.022387921,2003
VICTORIA,TARGET,5870.91055,405.472,0.525843304,0.602899966,0.184330591,0.009886162,70.51311266,0.93232061,0.046777311,0.061530324,0,0.006483802,0.009886162,520.855,2850.01464,5.471800482,2003
ZENGLEIN,TARGET,2841.90322,399.858,0.256518683,0.605358727,0.876500713,0.007570282,73.08785232,0.939065544,0.035884507,0.022535909,0.002476474,0.003756333,0.007570282,440.854,1713.0491,3.885751519,2003
HULI,TARGET,2506.95263,397.114,0.373996648,0.648324605,0.773534851,0.006383966,61.8901415,1,0,0.055070883,0.001635769,0.003291246,0.006383966,442.242,1355.45394,3.064959773,2003
MINXING,TARGET,2161.62726,340.47,0.487736063,0.624569574,0.358728378,0.006127666,59.6421859,0.688000279,0.010353261,0.042990998,0.003123278,0.002170529,0.006127666,321.012,897.36966,2.79543961,2003
DAEDOKINSH,TARGET,4066.36463,304.867,0.476676207,0.577771048,0.230286948,0.009280383,53.7941254,0.954598329,0,0.067670445,0.000507528,0.004615127,0.009280383,401.954,2420.4871,6.021801251,2003
GEVOERFL,TARGET,4709.45602,295.559,0.52192877,0.600935804,0.180000277,0.017540327,63.22872714,0.787362452,0.055153134,0.014056225,0.019829317,0.008573584,0.017540327,280.357,1541.54465,5.498506012,2003
DONGYI,TARGET,5152.27515,258.735,0.486300637,0.640077695,0.418473866,0.00869996,42.52431503,1,0,0.040435835,0,0.006330802,0.00869996,296.264,1719.0823,5.802535239,2003
YONGJIN,TARGET,2060.99911,258.141,0.475434543,0.599255436,0.305619482,0.003352486,49.41809951,0.928538787,0,0.030424799,0,0.002014403,0.003352486,286.284,786.3486,2.746743094,2003
CHARMING,TARGET,1912.39735,250.124,0.518324662,0.625775545,0.282469232,0.004803358,60.6925856,1,0,0.04824831,0,0.001747133,0.004803358,238.046,573.0951,2.40749729,2003
GEVOERFL2,TARGET,1809.46684,235.526,0.381511307,0.625620485,0.642549437,0.009754404,56.14419926,0.991595047,0,0.001713429,0,0.005481348,0.009754404,252.72,912.3246,3.610021368,2003
SUNROLL,TARGET,1539.476,228.389,0.376591009,0.61973803,0.623931734,0.016389661,68.78609744,1,0,0.056716418,0,0.005595716,0.016389661,133.686,396.05865,2.962603788,2003
DBLESTAR-1,TARGET,1641.51667,220.571,0.527613984,0.60936548,0.198413227,0.011082129,0,0,0,0,0,0.002185237,0.011082129,,,,2003
GLORY,TARGET,5939.56129,169.825,0.557944001,0.603154826,0.098149751,0.014961689,82.11378638,0.958234479,0,0.083412865,0,0.009627558,0.014961689,179.47,1909.0497,10.63715217,2003
FEITIAN,TARGET,1723.69908,152.002,0.525272271,0.612849016,0.223172307,0.003034422,54.87512499,1,0.01493318,0.065577767,0.000487567,0.003664425,0.003034422,224.007,800.43895,3.573276505,2003
HUEPHONG,TARGET,3107.83813,135.516,0.543087362,0.597724393,0.129691346,0.007392351,61.98825351,0.951118969,0.010572806,0.06097561,0.000743605,0.008131881,0.007392351,177.07,1279.21952,7.22437183,2003
HZARCA,TARGET,2591.54328,120.303,0.57298073,0.6796817,0.304065804,0.031524424,53.11083659,0.426997429,0.189802745,0.087866109,0,0.021404288,0.031524424,80.321,568.11412,7.073045903,2003
JUSHENG,TARGET,2088.60764,113.707,0.469311981,0.613126044,0.260516757,0.095175248,68.30460838,1,0,0.049234136,0,0.008891273,0.095175248,384.804,2308.824,6,2003
TAILI,TARGET,1265.16271,59.186,0.594075382,0.626057389,0.077676515,0.007938283,63.24907095,1,0,0.037394451,0,0.006133207,0.007938283,69.426,452.469,6.517284591,2003
WEIJIA,TARGET,258.62898,39.062,0.585469154,0.656557122,0.206768785,0.000236826,68.39213131,0.514071672,0,0.04261796,0,0.000614408,0.000236826,78.464,199.44352,2.541847471,2003
DONGFANG,TARGET,205.78335,26.53,0.572980759,0.59383644,0.030300556,0.019993989,60.62751521,1,0,0.053921569,0,0.002826988,0.019993989,,,,2003
ZHAOXIN,TARGET,297.26986,20.4,0.516051308,0.575506698,0.1147817,0.026273333,,,0,0.027472527,0,0.0125,0.026273333,15.4,80.29,5.213636364,2003
ACEHIGH,TARGET,172.75709,12.774,0.334343557,0.541909596,0.447241673,0.005770762,65,1,0,0.066666667,0,0.004305621,0.005770762,11.424,71.2128,6.233613445,2003
PRESTIGE,TARGET,163.40858,7.301,0.000140874,0.58834979,0.44751267,0.853371163,,,0,0,0,0.030680729,0.853371163,,,,2003
ATLAS,TARGET,42.17438,5.553,0.370134428,0.538352309,0.362402245,0.002085389,59,0.333333333,0.055982644,0.070895522,0.109452736,0.00126058,0.002085389,20.334,50.5203,2.484523458,2003
WINPROFILE,TARGET,65.07997,2.785,0.248774853,0.592527588,0.805227476,0.03456701,,,0,0,0,0.008258528,0.03456701,,,,2003
LEEFUNG,TARGET,33.5486,1.636,-0.197762649,0.311858653,0.703011154,0.037546723,,,0,0,0,0.011002445,0.037546723,,,,2003
HAIFONG#2,CORE,265014.5424,21545.771,0.549386134,0.647895932,0.266820465,0.012693905,56.31852883,0.999066644,0.000387611,0.049777541,0.000242462,0.007121165,0.012693905,23481.985,101035.1071,4.302664666,2004
QIANGXING,CORE,133805.1444,10596.099,0.535040779,0.636756646,0.269349924,0.010559967,60.64262469,0.964798998,0.004631786,0.069842008,0.001385714,0.006051378,0.010559967,11299.966,49357.06869,4.367895327,2004
CONTINENTA,CORE,82883.80866,6764.142,0.520955284,0.630442615,0.285254977,0.011077398,57.19100535,0.990698582,0.003366605,0.066666667,0.003502189,0.006640162,0.011077398,7038.511,31420.33054,4.464059307,2004
GUANGWEI,CORE,85772.32904,6696.41,0.519602054,0.624249848,0.262383173,0.016597996,69.06350724,0.910833616,0.010301962,0.051728609,0.000279291,0.009495536,0.016597996,6319.568,28495.03371,4.509016077,2004
CHAOQUAN,CORE,69044.28783,6526.403,0.547337693,0.644421005,0.264456342,0.008567172,46.58668734,0.991307364,0.003484696,0.057001687,8.03406E-05,0.004706115,0.008567172,6695.861,24121.85351,3.602502129,2004
LONGHAI,CORE,77679.44366,6520.702,0.484621604,0.613335418,0.322769281,0.010061985,61.26829497,0.999904472,0.002476752,0.062042606,0.000562946,0.005401872,0.010061985,5998.712,27858.68048,4.644110349,2004
UNIQUENESS,CORE,68302.30802,6202.751,0.555675078,0.665000513,0.317445169,0.00886123,47.94110525,0.969399019,0.001457845,0.065943699,0.00045456,0.004793841,0.00886123,6112.077,23057.0237,3.772371274,2004
WINPROFIL2,CORE,80329.2951,6161.788,0.554959827,0.647718949,0.252659905,0.010586367,55.27146538,1,0,0.0547098,0,0.006217838,0.010586367,6092.095,27504.18839,4.514733994,2004
BRINGIANT,CORE,63264.00227,4337.111,0.53860614,0.630221898,0.239156062,0.008840456,60.73747761,0.952448631,0.021712757,0.083000614,0.000460688,0.00523021,0.008840456,4448.673,22125.84563,4.973583275,2004
JUWANG,CORE,42049.66622,3647.344,0.520375134,0.637483936,0.311627,0.011405023,62.21101455,0.986799879,0,0.05419252,0.00011385,0.006172437,0.011405023,3918.185,16778.32083,4.282166572,2004
LEADER#2,CORE,75507.4555,3455.499,0.500379183,0.602841458,0.24608066,0.012071438,54.87845471,0.993173866,0.0115506,0.074077873,0,0.006247723,0.012071438,3532.5,29118.57871,8.243051298,2004
SHENGCHANG,CORE,45131.51399,3191.682,0.53324957,0.637936338,0.277801077,0.011644398,66.26390573,0.975946837,0.000714685,0.059843215,0,0.005907543,0.011644398,3670.534,19531.99428,5.321295016,2004
DBLESTAR-M,CORE,23758.01292,2928.436,0.527794668,0.659853573,0.376457798,0.011928414,50.6744452,0.865976863,0.001263983,0.04472034,0,0.004406789,0.011928414,2834.239,7949.40231,2.804774865,2004
NEWWINNEX,CORE,46827.46807,2710.818,0.556184955,0.639191437,0.219756954,0.010461932,55.16463501,0.999613215,0,0.054265774,3.56075E-05,0.006531239,0.010461932,2838.206,16332.42248,5.754488039,2004
PUTIENSH#2,CORE,35617.51108,2828.006,0.530821848,0.645116411,0.313788457,0.008533611,49,0.997,0.008091159,0.080527847,5.19534E-05,0.004894973,0.008533611,,,,2004
FMINDO,SA,33025.44641,2979.295,0.567638084,0.65225963,0.22284846,0.021106649,40.02401152,1,0,0,0.080305927,0.007932078,0.021106649,1499.374,5075.22444,3.38489559,2004
PROTONIC#2,SA,46761.86171,2215.838,0.539729778,0.628515007,0.22967259,0.00942098,63.0908136,0.933408855,0.010995499,0.084608803,0.000570396,0.007297465,0.00942098,2400.282,16260.81814,6.774544883,2004
STKCHINA,SA,10807.49414,1496.612,0.427505427,0.603069137,0.433399887,0.008147971,47.73806034,0.949495598,0.026566859,0.111497349,0.032588859,0.002426147,0.008147971,1337.09,4533.35003,3.390459902,2004
ALPHA,SA,4728.09911,744.575,0.197807167,0.583403251,0.917369547,0.008360444,75.89802563,0.519765995,0,0.001385042,0.000197863,0.003268979,0.008360444,1174.47,4091.18739,3.483432859,2004
BOJOS,SA,9414.38286,649.776,0.641661154,0.67971036,0.109538075,0.009021627,87.49942205,0.540048889,0.009679838,0.008847693,0.005477143,0.005207949,0.009021627,635.751,2667.77229,4.196253392,2004
STANTON,SA,2681.66019,413.183,0.507064532,0.620061219,0.293096785,0.00443526,42,1,0,0.00050813,0.31402439,0.001609456,0.00443526,319.392,837.98712,2.62369477,2004
TONGCHUA#2,SA,4448.13795,356.141,0.498766505,0.639004718,0.377110076,0.012203005,68.45616784,1,0,0.042342342,0.001351351,0.005770187,0.012203005,370.135,1686.53675,4.556544909,2004
RICHORSE,SA,2689.42637,292.34,0.487239076,0.639422856,0.407610427,0.014546738,68.7594235,0.649184149,0,0.034660767,0,0.006317986,0.014546738,254.64,864.0663,3.393285815,2004
QINGYUN#2,SA,2651.5484,270.245,0.473570824,0.649392162,0.465073219,0.036006754,,,0,0,0,0.007837333,0.036006754,,,,2004
SANTAFE,SA,4472.77462,226.784,0.608165752,0.671731521,0.186715766,0.006696454,0,0.850804682,0,0.026099291,0,0.002923487,0.006696454,491.746,3493.63306,7.104547998,2004
GLORYWEST,SA,3177.72083,204.224,0.495070217,0.616152248,0.298799039,0.016811987,73.22323576,1,0.179740056,0.156726768,0,0.006311697,0.016811987,35.997,206.78712,5.74456538,2004
SANDRA,SA,2979.22065,202.66,0.489837988,0.586771004,0.226449072,0.007970148,60.26948198,0.949076259,0,0.000520833,0.0015625,0.00428797,0.007970148,207.09,1151.48048,5.560290115,2004
PHOENIXPT,SA,3545.80155,195.644,0.550404354,0.646771254,0.268036436,0.005169965,77.27730954,1,0.00207648,0.073730202,0.001365374,0.004671751,0.005169965,451.58,2286.68666,5.063746534,2004
TAMULI,SA,2986.42418,193.067,0.517146318,0.591329806,0.172472535,0.009417477,57.28716324,0.87654025,0,0.005108557,0.00063857,0.007458551,0.009417477,218.56,1188.1938,5.436465044,2004
ZHENGYUAN,SA,609.6166,181.84,0.44983985,0.692423902,0.786732185,0.002006245,47.22479155,0,0,0.046364594,0,0.000978883,0.002006245,200.052,255.4893,1.27711445,2004
CHAMPION,SA,1095.09309,168.92,0.511335771,0.604243242,0.232471296,0.002361416,,,0,0,0,0.001142553,0.002361416,133.448,391.00264,2.93,2004
SHENGFENSZ,SA,2040.24501,159.708,0.492493821,0.569601172,0.173399718,0.005764999,70.4457296,1,0,0.055972696,0,0.00469607,0.005764999,175.482,798.4431,4.55,2004
NEWSTARGZ,SA,3347.24824,156.324,0.503933972,0.5929956,0.212767464,0.006027476,68.60815528,0.902301451,0.047963952,0.151631478,0.000383877,0.004727361,0.006027476,175.886,1363.92224,7.754581035,2004
NATIONLIGH,SA,1255.71449,146.062,0.528965744,0.651761904,0.343856739,0.008667098,71.71138093,0.745628304,0,0.041556145,0,0.004313237,0.008667098,140.062,400.5677,2.859931316,2004
CAMINO,SA,4451.98454,144.51,0.532076318,0.580192529,0.101332495,0.013472158,80.55358458,0.635704165,0,0,0,0.010040828,0.013472158,114.656,1223.80282,10.67369191,2004
QIMING,SA,1877.77938,122.684,0.596256579,0.670498667,0.218527685,0.00667081,61.62720735,0.991224127,0.008356262,0.087097647,0,0.007221806,0.00667081,204.333,842.1225,4.121324015,2004
XINCHENG,SA,989.40029,114.949,0.567435097,0.721873876,0.552212512,0.003131028,57.5567015,1,0,0.063793103,0.005172414,0.002244474,0.003131028,148.197,435.74725,2.940324366,2004
GOLDFLEX,SA,995.50085,111.682,0.557098198,0.697370937,0.457575029,0.005875013,78.99846665,0.710793083,0,0,0,0.003662184,0.005875013,122.028,373.40568,3.06,2004
AZALEIA,SA,884.36886,97.697,0.398511081,0.583462173,0.435142153,0.009067269,,,0,0,0,0.003275433,0.009067269,192.432,782.84988,4.068189698,2004
YOUNG,SA,1088.021,95.699,0.453321986,0.621338231,0.431188378,0.01133195,66.20024559,0.894645941,0,0,0,0.00329157,0.01133195,101.769,442.69515,4.35,2004
UNITED,SA,1775.99252,91.516,0.567649294,0.639093265,0.19274874,0.005556746,96.98334277,0.168846999,0.120380853,0.102532804,0.016783644,0.005944316,0.005556746,210.374,1236.7689,5.878905663,2004
HAISHENG,SA,691.02768,89.432,0.625822427,0.711549796,0.292894201,0.004334371,69.54841515,1,0,0.047619048,0,0.002672422,0.004334371,91.606,187.7923,2.05,2004
EMPEROR,SA,2243.62698,88.278,0.568431117,0.603872872,0.087519112,0.00234662,64.34138528,1,0.009258228,0.116039052,0.013668061,0.003353044,0.00234662,197.277,1606.11386,8.141414661,2004
LICHANG#2,SA,1249.52294,79.9,0.484322753,0.712250308,0.789803875,0.002440539,52.71249244,0.930454618,0.140225425,0.081855389,0.000682128,0.002590738,0.002440539,143.886,870.5103,6.05,2004
ASTER,SA,709.68308,78.122,0.395101684,0.633539093,0.63737563,0.013154956,67.73421172,1,0,0.068493151,0,0.005837024,0.013154956,64.671,243.19635,3.760516306,2004
HOPECOME,SA,391.87456,70.922,0.433631721,0.623456011,0.49900463,0.004982896,74.30675125,1,0,0.061837456,0,0.0023829,0.004982896,77.245,154.49,2,2004
KISSOL,SA,1565.1663,69.091,0.404299313,0.554573577,0.323845964,0.01378104,65.84302326,1,0,0,0,0.00888683,0.01378104,61.826,618.26,10,2004
LONGMERGE,SA,1458.44112,65.998,0.522618781,0.581336959,0.135368441,0.00526279,74.40078838,0.888573131,0.003017987,0.12001992,0,0.00475772,0.00526279,83.972,657.0698,7.824867813,2004
DAYI,SA,606.15567,57.947,0.323136761,0.544688428,0.416193187,0.068771971,54.59669931,1,0,0.089552239,0,0.052668818,0.068771971,81.504,391.80915,4.807238295,2004
FIRMNESS,SA,709.87324,55.098,0.350319657,0.580349443,0.529420971,0.0177986,64.2709353,0.938929067,0.009163719,0.076040172,0,0.010345203,0.0177986,68.079,366.40965,5.382124444,2004
PRICAWIFL6,SA,505.58656,54.042,0.461207098,0.615055966,0.388497313,0.01162167,67.1318447,0.187387792,0,0,0,0.007864254,0.01162167,65.919,237.3084,3.6,2004
FOOWING,SA,476.85885,53.261,0.369041657,0.625640338,0.652414315,0.037472724,59.9275444,0.84700686,0.138306006,0.107898449,0,0.005369783,0.037472724,63.846,243.2709,3.81027629,2004
TIANCHENG,SA,435.60062,53.167,0.480253931,0.588007067,0.21813952,0.043590434,,,0,0,0,0.004871443,0.043590434,,,,2004
KAIBUO,SA,596.93142,52.828,0.359001726,0.598642024,0.488085851,0.135094966,62.36909985,1,0,0,0,0.00558416,0.135094966,45.126,245.9367,5.45,2004
WINGFOOT#1,SA,399.90357,47.076,0.571684894,0.640254507,0.188724672,0.001788131,69.85541259,1,0.004691471,0.085350318,0.005095541,0.001104597,0.001788131,67.528,166.98468,2.472821348,2004
YONGLIDA,SA,398.36657,45.881,0.60100284,0.713479874,0.388756567,0.003752549,66.7607813,1,0.055064242,0.066411239,0,0.00252828,0.003752549,69.891,220.21575,3.150845602,2004
AGUIA,SA,342.37239,42.298,0.453372218,0.667648003,0.634311166,0.010667157,66.22866922,0.257962553,0.001787876,0.035528596,0,0.006217788,0.010667157,50.322,173.6109,3.45,2004
BESTGRADE,SA,236.98145,41.014,0.080569724,0.616077959,1.248158495,0.150019126,96.85812036,0,0,0.107142857,0,0.01499488,0.150019126,58.473,218.3841,3.734785286,2004
CHALI,SA,910.33404,39,0.623130823,0.685770066,0.197173732,0.002213067,60.42186033,0.577385954,0.074528382,0.063533507,0.008413113,0.004307692,0.002213067,138.752,914.1056,6.588053506,2004
TONGCHUANG,SA,348.30886,35.582,0.125282888,0.625455291,0.993277403,0.354559054,,,0,0,0,0.022202237,0.354559054,,,,2004
FOCUS,SA,1092.19667,35.519,0.640983798,0.604112512,-0.097132561,0.005338288,64.46429086,0.844090338,0.060619469,0.189922481,0.003523608,0.007094794,0.005338288,86.136,756.0628,8.777547135,2004
PRICAWIFL5,SA,309.21655,32.426,0.485688007,0.625866051,0.362196622,0.012883107,66.63488844,0.335621782,0,0,0.001569859,0.009035959,0.012883107,39.078,140.6808,3.6,2004
HONGQINGTI,SA,383.76197,29.921,0.489363941,0.621612984,0.345844118,0.003606897,63.87541122,0.493884437,0,0.07063197,0.003717472,0.002573443,0.003606897,35.55,180.0309,5.064160338,2004
NEWTIGER,SA,410.88509,29.491,0.431246945,0.541222967,0.235209314,0.004279299,61.879698,0.654608811,0.131696558,0.156626506,0.002677376,0.003662134,0.004279299,36.159,211.92285,5.860860367,2004
CACIQUE,SA,424.20776,26.967,0.395674398,0.627846391,0.616083897,0.006746388,,,0,0,0,0.002076612,0.006746388,20.658,145.22574,7.03,2004
BETTER,SA,483.45556,25.312,0.508908782,0.627941173,0.308386814,0.01161327,81.31390579,0.390154194,0,0,0,0.008652023,0.01161327,31.106,229.87334,7.39,2004
MEIYEE,SA,231.29861,24.791,0.410907571,0.639092728,0.606655094,0.02571092,,,0,0,0,0.007059013,0.02571092,,,,2004
YUQUAN,SA,563.05113,22.575,0.669283853,0.706073479,0.122232452,0.003177171,48.76483096,1,0,0.103174603,0.001322751,0.002790698,0.003177171,37.624,235.15,6.25,2004
ZUYA,SA,177.25746,22.336,0.551776721,0.644330487,0.258827922,0.001408967,85.9621549,1,0.104310848,0.021666667,0,0.002283309,0.001408967,47.68,154.96,3.25,2004
AMANDA,SA,345.80838,22.213,0.450124604,0.526049331,0.150388172,0.008648084,65.98256372,1,0,0.092342342,0,0.007923288,0.008648084,27.07,174.037,6.429146657,2004
GOLDENGAIN,SA,718.91184,21.904,0.662921562,0.594371364,-0.172464652,0.005551849,67.8554906,0.914931269,0.207249591,0.099489796,0.008503401,0.005569759,0.005551849,31.645,262.6936,8.301267183,2004
GOLDSUPERI,SA,749.55929,21.082,0.651376824,0.629875578,-0.069352899,0.015046135,59.95814735,0.942404608,0.038320766,0.142730496,0.033687943,0.008964994,0.015046135,31.654,233.4186,7.37406331,2004
HANGFAI,SA,375.96745,20.672,0.538209544,0.636386845,0.264070281,0.005933466,64.26348291,0.85179086,0.129282482,0.097928437,0,0.004160217,0.005933466,29.148,183.903,6.309283656,2004
GUANNCHYUA,SA,334.81635,20.476,0.427139923,0.489034585,0.113664969,0.007176143,40,1,0,0.038461538,0,0.006544247,0.007176143,21.282,148.1052,6.959176769,2004
LONGPOWER,SA,248.4821,20.473,0.323354278,0.465297514,0.252107375,0.012205346,66.09090909,1,0,0.035714286,0,0.006056758,0.012205346,15.411,82.00005,5.320877944,2004
ALMIROROL,SA,186.28215,20.113,0.433855418,0.597808295,0.402538407,0.005581855,,,0,0,0,0.001591011,0.005581855,69.432,270.7848,3.9,2004
PHUHUU,SA,499.53854,19.823,0.558123804,0.566781765,0.0144538,0.008578637,77.35847939,0.62434865,0.24137931,0.10665362,0.165362035,0.008121879,0.008578637,33.754,280.4102,8.307465782,2004
HUIMAO,SA,153.7566,19.653,0.37457475,0.644748045,0.680529291,0.080580411,,,0,0,0,0.009006259,0.080580411,,,,2004
GREATYEAR,SA,137.7505,19.157,0.488511984,0.633349432,0.389312053,0.006083535,,,0,0,0,0.001513807,0.006083535,,,,2004
CARLINGTON,SA,121.58292,18.808,0.116316338,0.604494525,1.22124884,0.013067954,,,0,0,0,0.003136963,0.013067954,,,,2004
CHINATOP,SA,379.58811,18.085,0.540475385,0.580737012,0.095303407,0.000768939,72.2609707,1,0,0.116137745,0.000675219,0.001437656,0.000768939,47.706,344.91438,7.23,2004
TENGFENG,SA,151.97445,17.857,0.50103547,0.576489465,0.17382514,0.004338492,56.72645471,1,0,0.061151079,0,0.002968024,0.004338492,20.004,45.009,2.25,2004
CHUANLIH,SA,203.76463,16.993,0.367541658,0.565420116,0.438827092,0.016494816,68.79955304,0.135390155,0.100508124,0.136904762,0,0.008650621,0.016494816,19.589,115.34425,5.888215325,2004
STKINDO,SA,152.98928,16.77,0.606938538,0.674846055,0.204674602,0.004281084,,,0.430710306,0,0.4,0.00208706,0.004281084,16.77,53.00148,3.160493739,2004
STOCK BUY,SA,89.1549,14.367,-0.369129571,0.526811235,1.773906201,0.115544967,,,0,0,0,0.009466138,0.115544967,,,,2004
PROWINNER,SA,215.97265,13.968,0.287058431,0.565333044,0.635227053,0.005012625,54.18461113,1,0.09698147,0.193693694,0.006756757,0.006586483,0.005012625,18.069,146.99235,8.13505728,2004
STKBRAZIL,SA,149.95926,13.653,0.462386984,0.643171649,0.493675482,0.012476189,,,0,0.342857143,0.342857143,0.007763861,0.012476189,17.778,98.89188,5.562598718,2004
CAPITALF,SA,262.95713,13.53,0.547499701,0.619917097,0.187808446,0.003316967,59.46117723,1,0,0.103074141,0,0.003621582,0.003316967,24.752,155.8176,6.295151907,2004
BAOLITE,SA,83.72857,12.798,0.353789991,0.674328796,0.932519091,0.053705921,,,0,0,0,0,0.053705921,,,,2004
JOPER,SA,117.96496,11.92,0.0236772,0.570318552,1.221886906,0.050249752,,,0,0,0,0.004949664,0.050249752,,,,2004
HENGHUA,SA,167.34965,11.11,0.469988255,0.561978877,0.194319199,0.015694924,76.08638272,0.065986803,0,0.08974359,0,0.008550855,0.015694924,15.003,90.76815,6.05,2004
LOBELSON,SA,156.69813,10.92,0.559393083,0.564962748,-0.017181635,0.041407642,,,0,0,0,0.008333333,0.041407642,,,,2004
32COMPANY,SA,191.26542,10.643,0.463514523,0.584932222,0.277693427,0.023000185,,,0,0,0,0.007892512,0.023000185,5.08,40.774,8.026377953,2004
SHENNAN,SA,134.11155,10.611,0.42660703,0.517883974,0.186019325,0.003241406,69.49525559,1,0,0.098113208,0,0.003015738,0.003241406,12.201,47.3238,3.878682075,2004
OMART,SA,132.64218,10.586,0.443569459,0.536980129,0.196332419,0.005424519,54.97026264,0.536574778,0.054974359,0.057291667,0,0.002833932,0.005424519,16.221,62.09085,3.827806547,2004
SHOEPREMIE,SA,146.07541,10.502,0.540275259,0.573500216,0.07769665,0.000205236,,,0,0,0,0.001142639,0.000205236,38.874,233.244,6,2004
TONGCHIA,SA,158.22033,10.058,0.539744798,0.598671627,0.142340052,0.004213239,57.3215169,1,0,0.129032258,0,0.002883277,0.004213239,14.556,85.1028,5.84657873,2004
JINLAI,SA,64.90163,9.569,0.138896974,0.616312223,1.210103352,0.034182809,,,0,0,0,0.003344132,0.034182809,,,,2004
PHOENIX,SA,161.05155,9.019,0.436871238,0.60694305,0.413297854,0.021029229,,,0,0,0,0.008870163,0.021029229,,,,2004
BESTHEALTH,SA,91.79113,8.531,0.243750676,0.567892457,0.733867858,0.011658534,73.00922456,0.901796867,0,0.117988395,0,0.004219904,0.011658534,20.814,116.5584,5.6,2004
GIOCAL,SA,129.6357,8.516,0.526386944,0.597945459,0.172530715,0.004987978,50,1,0,0.054263566,0.069767442,0.00234852,0.004987978,10.164,56.9184,5.6,2004
MINCHAO,SA,59.60727,8.128,0.236933683,0.667709718,1.268920553,0.027815902,,,0,0,0,0,0.027815902,,,,2004
ANDREZAFQ,SA,38.06855,8.09,-0.079126996,0.618100831,1.760522794,0.067744634,,,0,0,0,0.008529048,0.067744634,,,,2004
YINGFAT,SA,73.01962,7.991,0.065778485,0.621830434,1.386277688,0.078024646,,,0,0,0,0.010636967,0.078024646,,,,2004
JACK,SA,243.73837,7.578,0.54372264,0.57970773,0.085492694,0.000147617,,,0,0,0,0,0.000147617,4.01,44.8318,11.18,2004
CORTI,SA,65.97454,7.232,0.323951633,0.609587161,0.683189909,0.041402335,,,0,0,0,0.008573009,0.041402335,,,,2004
