FACTORY,FTY STATUS,SALES DOLLARS,SALES UNITS,MMO,IMO,MARK DOWNS,DAMAGE RATE,Lead Time Days,On Time %,Reject %,Pairs Defect %,Pkg Defect %,"Customer Damage per 100,000",Total Damage Rate,Receipt Units,Receipt 1st Cost,Average 1st Cost,Year
BAOFENG,SA,12.12558,2.367,0.305041078,0.646558711,0.950614321,0.015736154,,,0,0,0,0.005069708,0.015736154,,,,2001
ROYALGLORY,SA,10.13525,2.351,0.183696505,0.617436743,1.097973903,0.031878839,,,0,0,0,0.005954913,0.031878839,,,,2001
GOLDENSTEP,SA,49.35325,2.317,0.35293623,0.451780712,0.173212098,0.006440913,51,1,0,0,0,0.007337074,0.006440913,2.4,23.88,9.95,2001
HANGFAI,SA,37.86434,2.286,0.500241124,0.619777685,0.2956819,0.014110374,71,1,0,0.054794521,0.493150685,0.010936133,0.014110374,2.4,15,6.25,2001
DOLPHIN,SA,27.82633,2.284,-0.228682331,0.020680454,0.230387191,0.024241429,,,0,0,0,0.014448336,0.024241429,2.4,33.6,14,2001
SUNRISE2,SA,25.63778,2.174,0.051380814,0.155504234,0.101509569,0.021786988,37,1,0,0.040816327,0,0.012419503,0.021786988,2.4,19.8,8.25,2001
CARLINGTON,SA,24.10697,2.127,0.467483471,0.537336413,0.146130352,0.005286438,52,1,0,0.048611111,0.013888889,0.002820874,0.005286438,2.4,10.56,4.4,2001
HANTAIY,SA,26.55612,2.064,0.299650325,0.553136307,0.553666725,0.013549419,,,0,0,0,0.006782946,0.013549419,,,,2001
NATIONLIGH,SA,13.99801,1.896,-0.012916122,0.439487112,0.768611395,0.038047551,,,0,0,0,0.010548523,0.038047551,,,,2001
MIMI,SA,34.19698,1.881,0.45949847,0.574162679,0.264561666,0.004705971,124,1,0,0,0.5,0.00744285,0.004705971,2.4,17.64,7.35,2001
SANTAFE,SA,24.31945,1.86,0.50091141,0.550250919,0.10287856,0.007232071,24.5,1,0,0,0,0.003763441,0.007232071,4.788,30.8202,6.436967419,2001
NANHAI,SA,19.62843,1.842,0.264513769,0.539263907,0.565106328,0.032340335,,,0,0,0,0.007600434,0.032340335,,,,2001
DILLY,SA,22.89369,1.812,0.255601434,0.545887734,0.582177447,0.056218111,,,0,0,0,0.018211921,0.056218111,,,,2001
ZHONGHUAN,SA,27.96883,1.807,-0.189827748,0.593820992,1.55548516,0.352783795,,,0,0,0,0.061427781,0.352783795,,,,2001
CHINATOP,SA,19.91183,1.693,0.380816329,0.44878951,0.113612862,0.00978564,74,1,0,0.081632653,0,0.006497342,0.00978564,2.4,13.44,5.6,2001
WEICHAN,SA,14.62734,1.663,-0.092794725,0.265493092,0.476848832,0.011944756,,,0,0,0,0.005411906,0.011944756,,,,2001
FUNGCHENG,SA,27.63427,1.646,0.288627852,0.374176817,0.130536106,0.006606652,73,0,0.35971223,0.103092784,0,0.006075334,0.006606652,2.34,21.2004,9.06,2001
GOLDFREIGH,SA,25.37383,1.64,0.503888849,0.625280139,0.323119135,0.00082723,17,1,0,0.040540541,0,0.000609756,0.00082723,1.74,9.255,5.318965517,2001
JINHUI,SA,13.37439,1.622,0.525172363,0.606386798,0.199514894,0.006546841,,,0,0,0,0.000616523,0.006546841,,,,2001
YOUNG,SA,8.89255,1.542,-0.126186527,0.510904827,1.252512496,0.059924319,,,0,0,0,0.014915694,0.059924319,,,,2001
SHENGDA,SA,13.65609,1.532,0.563019869,0.611611612,0.120721964,0.003487089,,,0,0,0,0,0.003487089,,,,2001
TONDY,SA,24.5872,1.501,0.042473726,0.351457155,0.403494094,0.071957767,,,0,0,0,0.032644903,0.071957767,,,,2001
PRETTY,SA,13.49596,1.494,0.419172108,0.611568064,0.446585497,0.052268975,,,0,0,0,0.024096386,0.052268975,,,,2001
XIAMENRUBB,SA,6.06562,1.235,0.486693858,0.642052544,0.219603272,0.213999558,,,0,0,0,0.006477733,0.213999558,,,,2001
DEJUNEL,SA,18.94858,1.211,0.416498228,0.545863708,0.266949291,0.018724358,,,0,0,0,0.005780347,0.018724358,,,,2001
CARIRI,SA,9.0579,1.204,0.015973901,0.573412559,1.205804878,0.07914086,,,0,0,0,0.028239203,0.07914086,,,,2001
SHIYING,SA,29.92471,1.195,0.374190761,0.443372633,0.117740155,0.006547432,58,1,0,0.027027027,0,0.010878661,0.006547432,2.4,27.72,11.55,2001
GUANNCHYUA,SA,24.05636,1.074,0.401346671,0.506854391,0.204972822,0.008975589,48,1,0,0.055555556,0,0.012104283,0.008975589,2.4,24.48,10.2,2001
PERFORMANC,SA,15.99926,1.008,0.504445831,0.537963508,0.070419507,0.002123848,26,1,0,0.135135135,0,0.00297619,0.002123848,1.2,6.48,5.4,2001
QIANGXING,TARGET,99218.76379,7403.562,0.547728695,0.632225442,0.216327847,0.01310637,58.24115087,0.999696842,0.000431154,0.044715881,0.000222246,0.0090913,0.01310637,8203.692,38002.65563,4.632384496,2001
HUEYFUNG,TARGET,65076.37989,5005.783,0.502537088,0.62568798,0.319433861,0.009388184,77.76592457,0.997263063,0.001678642,0.044800034,0.001117366,0.006431561,0.009388184,4645.997,22634.04651,4.871730763,2001
CHINWANG,TARGET,19487.51624,3901.357,0.397424884,0.63948555,0.664298879,0.006950215,54.94531012,0.999381352,0.003273914,0.031167741,0.000038149,0.003656933,0.006950215,3948.353,10956.24278,2.774889373,2001
PROTONIC,TARGET,61925.17534,3516.404,0.534292879,0.612446243,0.191304127,0.010332202,71.18147498,0.992758481,0.016713045,0.043962423,0.020582647,0.007256277,0.010332202,3205.164,20415.82074,6.369664934,2001
HONGQIAO,TARGET,33681.19199,3514.665,0.532165423,0.611026948,0.194025626,0.008684333,48.37601975,1,0,0.054043884,0,0.005727715,0.008684333,3547.679,11497.42599,3.240830411,2001
QINGYUN,TARGET,41853.87557,3392.075,0.565907035,0.632971368,0.167215045,0.016091234,48.11088059,1,0,0.051813157,6.07423E-05,0.010892743,0.016091234,3362.015,13919.80657,4.140316617,2001
CHINACROWN,TARGET,49781.75706,3322.849,0.561742968,0.6285268,0.167285989,0.01256316,44.70971995,0.999072996,0.005844623,0.056970408,0.003017856,0.008911329,0.01256316,3567.836,18103.29762,5.074027399,2001
HANJIANG,TARGET,33964.19125,3295.671,0.507064076,0.608936189,0.251304616,0.009165945,74.8442712,0.998344847,0.003517374,0.037370923,0.000368792,0.006377457,0.009165945,3231.381,12260.58675,3.794225054,2001
ZENGLEINFL,TARGET,31189.91325,2352.599,0.487237477,0.575897262,0.200503339,0.00863275,63.31001351,0.996404228,0.024459374,0.006632082,0.008320618,0.006494094,0.00863275,2454.021,12263.39361,4.997265146,2001
GENTLE,TARGET,25733.46662,2133.326,0.507825241,0.607336928,0.246472705,0.006938881,68.93366084,1,0.002288071,0.045217856,0.000534069,0.004897048,0.006938881,2202.793,9592.2642,4.354591739,2001
HONGMAO,TARGET,25596.76159,1999.632,0.498661035,0.609373337,0.271651164,0.011785028,60.21806517,1,0,0.043226185,0,0.007779431,0.011785028,1580.678,7954.67686,5.032446115,2001
LIFA,TARGET,14770.38319,1963.95,0.500660134,0.623357616,0.314661119,0.011527522,53.67956717,1,0,0.037163531,0.000173661,0.005709921,0.011527522,1717.407,3829.66389,2.229910493,2001
DAEDOKINSH,TARGET,19938.47287,1897.364,0.473067666,0.612940819,0.352389751,0.008720665,63.60195225,1,0,0.042976227,0.000185242,0.005476545,0.008720665,1716.673,7130.01895,4.153393774,2001
LICHANG,TARGET,17660.22038,1586.001,0.568360077,0.647924222,0.211431598,0.01435481,49.95760344,0.997755608,0,0.02061397,0,0.009026476,0.01435481,1461.546,4202.712,2.875524958,2001
DBLESTAR-1,TARGET,15698.02618,1520.595,0.598615185,0.65777185,0.164700889,0.008129665,43.76472103,1,0,0.052940645,0,0.005637267,0.008129665,1588.686,3856.5171,2.427488566,2001
GRENDENSB,TARGET,6700.50989,1135.589,0.397937801,0.635068168,0.642379056,0.007382602,108.3112351,0.947647993,0.046076774,0.002903538,0.093235832,0.004321106,0.007382602,1184.429,3416.90307,2.884852591,2001
FANDREIS,TARGET,12497.18617,1111.507,0.518522306,0.597778639,0.191573825,0.005558862,68.6268963,0.971106683,0.010453548,0.002378525,0.00362442,0.003706679,0.005558862,1128.008,4645.75452,4.118547493,2001
DAJILI,TARGET,17928.93797,1022.757,0.476970467,0.58640839,0.25330566,0.011231882,65.73260535,0.991686154,0,0.046149588,0,0.010515694,0.011231882,1162.672,8273.11372,7.11560416,2001
HUAFENG,TARGET,7345.13626,911.463,0.414272788,0.641161693,0.613852752,0.018075435,64.946619,1,0.000163003,0.039677521,0.005848878,0.008492939,0.018075435,711.672,2577.3687,3.621568222,2001
GEVOER,TARGET,12951.9068,869.847,0.477073634,0.564699114,0.191833509,0.009393409,52.32221823,0.982626419,0.019315246,0.009418974,0.000794371,0.007319678,0.009393409,814.591,4689.78986,5.757232599,2001
HUIYIN#2,TARGET,6260.1125,860.52,0.421171808,0.605823008,0.457967057,0.010266948,61.97628819,1,0,0.044606477,0,0.004944685,0.010266948,870.726,2633.05536,3.023976957,2001
WANHUI#2,TARGET,4965.49544,814.552,0.338155636,0.602259162,0.653570037,0.012138307,65.89156019,0.999009924,0.006009636,0.038061817,0,0.005477858,0.012138307,855.396,2422.59624,2.832134169,2001
GEVOERFL,TARGET,10876.33805,770.348,0.451256917,0.569873554,0.264934618,0.01084429,49.07654275,0.95043852,0.018140258,0.006104003,0.000469539,0.007701714,0.01084429,813.016,4657.9579,5.729232758,2001
HUALUAN,TARGET,6510.22554,751.78,0.527446656,0.61965443,0.223382838,0.018484943,56.31046541,1,0.055944573,0.091039942,0.000479789,0.007039293,0.018484943,776.16,1911.07314,2.462215445,2001
SUNROLL,TARGET,4787.56721,693.038,0.453059967,0.594919512,0.342350998,0.008030987,61.59590173,1,0,0.035526503,0,0.004203233,0.008030987,611.796,1340.98296,2.191879254,2001
YINGLONG,TARGET,4143.30811,690.266,0.466066674,0.610035316,0.365396005,0.003647711,52.21466584,1,0,0.047196634,0.000227454,0.001395114,0.003647711,812.742,2353.8795,2.896219834,2001
DAIELY,TARGET,6708.15262,686.81,0.422433992,0.576212019,0.347761957,0.015083078,68.94538334,1,0,0.004043752,0.000928074,0.010062463,0.015083078,691.293,2830.22136,4.094098103,2001
KINGWANG,TARGET,24307.4268,678.327,0.498195809,0.553994247,0.100619249,0.024858535,63.93543203,1,0.005503294,0.058651899,5.95451E-05,0.020661127,0.024858535,646.829,8044.80617,12.43729977,2001
DONGFANG,TARGET,3837.94917,669.979,0.390444574,0.569159238,0.403436047,0.011583554,60.78163661,1,0,0.050744718,0.000865951,0.001997078,0.011583554,495.426,1541.04744,3.110550193,2001
IBECAL,TARGET,7256.05771,643.744,0.469910217,0.565627846,0.212506834,0.007966571,45.75711007,1,0.007353075,0.003292088,0.001759564,0.005586071,0.007966571,667.166,2945.59598,4.41508707,2001
YONGCHAO,TARGET,3748.76343,592.892,0.446882387,0.633060937,0.492293175,0.014455385,50.32174532,0.996601132,0,0.047505938,0,0.005663763,0.014455385,551.724,1427.37372,2.587115514,2001
MINXING,TARGET,4098.94103,572.605,0.476545519,0.605093376,0.321650619,0.003892608,47.6302889,0.840948345,0.02096805,0.059155946,0.049176386,0.00199614,0.003892608,661.686,2251.00104,3.401917284,2001
ANDREZAFL,TARGET,3969.21364,407.162,0.439795183,0.58388975,0.332514412,0.013742072,75.9053507,1,0.007359395,0.004420866,0,0.009637442,0.013742072,408.261,1649.37444,4.04,2001
SHENGFENG,TARGET,3717.64807,247.19,0.462018466,0.600609606,0.338219489,0.008717321,73.6756205,1,0,0.057840617,0,0.006043934,0.008717321,233.982,1357.2246,5.800551324,2001
HZARCA,TARGET,5006.28802,246.169,0.517604481,0.615912867,0.2484548,0.007904168,79.03977046,1,0.006978158,0.087397801,0.001127714,0.005471851,0.007904168,265.562,1888.2029,7.11021494,2001
GLORY,TARGET,8802.61988,240.702,0.423159738,0.541117209,0.231263547,0.026904094,83.06309486,0.865050727,0.010255192,0.070672478,0.000103778,0.019214631,0.026904094,227.558,3411.22338,14.99056671,2001
UNIQUENE#2,TARGET,3712.29744,239.548,0.562477316,0.668053616,0.311097669,0.006868229,57.25142845,1,0,0.044474761,0,0.006750213,0.006868229,326.938,1722.3022,5.267978026,2001
YONGJIN,TARGET,1430.6462,183.68,0.533666045,0.619878869,0.221403447,0.005427324,69.84251891,1,0,0.054393305,0,0.001807491,0.005427324,132.153,313.81095,2.374603301,2001
PRESTIGE,TARGET,5615.59558,168.107,0.42892925,0.542048726,0.1364944,0.109157854,,,0,0,0,0.034281737,0.109157854,68.611,881.92691,12.85401627,2001
JUSHENG,TARGET,4865.71602,159.569,0.506315251,0.56911629,0.119983634,0.033196463,53.90973184,0.995971295,0.016321074,0.042429887,0,0.007338518,0.033196463,374.309,3437.44813,9.183450385,2001
FEITIAN,TARGET,634.04366,94.763,0.420333057,0.583249934,0.385919339,0.005290503,73.84639207,1,0.021038237,0.03200569,0,0.002975845,0.005290503,96.87,221.1912,2.283381852,2001
PRICAWI,TARGET,1025.70446,58.713,0.551634493,0.586600378,0.079290296,0.005382564,37.92244347,1,0,0.003140704,0,0.005126633,0.005382564,146.094,742.13586,5.079851739,2001
HUEPHONG,TARGET,779.34764,44.355,0.566752483,0.592198928,0.056552183,0.00623637,65.63843487,1,0.024692326,0.08946684,0.001040312,0.005253072,0.00623637,48.228,265.254,5.5,2001
VICTORIA,TARGET,547.78979,41.56,0.375201535,0.529085844,0.307602374,0.018887245,55,1,0.084139672,0.041450777,0,0.011862368,0.018887245,11.58,82.2246,7.100569948,2001
WINPROFILE,TARGET,346.89241,21.6,0.405414982,0.646601888,0.650843269,0.031494635,,,0,0,0,0.007037037,0.031494635,,,,2001
NANPING,TARGET,17.63141,1.975,0.408535109,0.620493608,0.456392313,0.103768218,,,0,0,0,0.026329114,0.103768218,,,,2001
LEEFUNG,TARGET,18.52711,1.225,-0.090598588,0.504579686,1.122551763,0.074722933,,,0,0,0,0.020408163,0.074722933,,,,2001
HAIFONG#2,CORE,302707.2041,25315.885,0.531021414,0.626942572,0.244580591,0.011955925,55.90498354,0.967672228,0,0.037040412,6.74996E-05,0.007585632,0.011955925,25194.346,105772.7949,4.198275079,2002
FMINDO,CORE,124046.2672,10455.683,0.554534471,0.641067553,0.230128932,0.010588597,55.42118465,0.998092064,0.002472877,0.025015916,0.000333856,0.007664731,0.010588597,10474.378,44008.63981,4.201551616,2002
GUANGWEI,CORE,127441.0994,9938.529,0.520038079,0.611387883,0.223673622,0.011372202,60.86165716,0.997457711,0.000390591,0.050897702,0.000136174,0.007674073,0.011372202,9898.718,45630.45263,4.609733567,2002
QIANGXING,CORE,113320.9206,9578.922,0.500698715,0.624502903,0.317205499,0.012050678,61.57084518,0.998657051,0,0.038002256,4.22952E-05,0.007215426,0.012050678,11157.733,49650.80447,4.449900752,2002
SHENGCHANG,CORE,102860.6911,8472.775,0.546301879,0.636050941,0.23918699,0.007440001,56.6154508,0.974728768,0,0.032797477,0.000323052,0.00498715,0.007440001,9349.759,40954.48726,4.380271969,2002
CONTINENTA,CORE,94830.77982,7833.183,0.50580547,0.62310531,0.298616941,0.012304565,58.40205346,0.991080473,0.000169607,0.043144386,5.79119E-05,0.008202923,0.012304565,8558.181,37457.56221,4.376813509,2002
LONGHAI,CORE,94256.37002,7726.4,0.504394434,0.613161936,0.270921838,0.010149801,56.85738747,1,0,0.037524958,0.00085284,0.006691732,0.010149801,8579.696,39137.89633,4.561688005,2002
PUTIENSH#2,CORE,81821.01322,7270.156,0.515015639,0.632905233,0.312685546,0.008239517,49.84288177,1,0,0.041530978,0,0.00554431,0.008239517,7731.529,32154.76143,4.158913642,2002
WINPROFIL2,CORE,89257.5431,7157.374,0.533547932,0.620788956,0.218749178,0.011303233,51.62813017,1,1.53519E-06,0.03327351,0.000231219,0.007307429,0.011303233,8667.861,35773.02871,4.127088414,2002
UNIQUENESS,CORE,73973.14635,6540.132,0.557384913,0.646858092,0.244836163,0.008425589,46.08553346,1,0,0.032187253,3.82878E-05,0.006190395,0.008425589,6777.132,27144.96515,4.005376485,2002
CHAOQUAN,CORE,71626.28173,6529.998,0.525089022,0.638353389,0.301678277,0.011306769,47.67492287,1,0,0.039085854,1.49468E-05,0.007025423,0.011306769,7143.607,27778.83754,3.888629027,2002
JUWANG,CORE,77614.3524,6422.509,0.527777507,0.625883902,0.251059474,0.011070689,64.30761653,0.999068798,0.000683894,0.043020332,1.43688E-05,0.007397888,0.011070689,7131.192,30327.05201,4.252732504,2002
LEADER#2,CORE,130856.9941,6364.703,0.556395919,0.610994725,0.128411927,0.011683557,51.38100187,0.999794703,0,0.037731656,2.66655E-05,0.008100299,0.011683557,6384.914,45971.94348,7.200088126,2002
BRINGIANT,CORE,76326.96417,6025.683,0.478348852,0.596513513,0.275783273,0.016305935,60.93613117,0.999562079,0.006479031,0.043298892,0.000714751,0.008700259,0.016305935,6524.865,31413.44889,4.814421278,2002
DBLESTAR-M,CORE,44314.1696,6011.967,0.505492222,0.639786617,0.361803005,0.010787594,52.74806353,0.999117945,0.015472379,0.038423231,1.55623E-05,0.005145903,0.010787594,6127.486,13994.53133,2.28389446,2002
NEWWINNEX,CORE,67169.15321,3788.716,0.561023946,0.625437123,0.161611381,0.010226981,57.89519276,0.982975862,0.000427324,0.032320062,0.000121641,0.00794702,0.010226981,4377.675,25880.83113,5.912003776,2002
ENCA,SA,33801.52661,2802.582,0.522161671,0.607322371,0.204506106,0.011832826,72.64172757,1,0,0.038134051,0.000363875,0.007825284,0.011832826,2554.377,10610.15154,4.153714013,2002
AZALEIA,SA,18848.15287,1668.998,0.501748704,0.577580323,0.173565769,0.006184801,76.62206456,0.996413599,0.044533529,0.003519117,0.003424006,0.004016781,0.006184801,1452.088,6109.41158,4.207328743,2002
TONGCHUANG,SA,20126.81716,1589.615,0.491501355,0.615460973,0.305088114,0.016917342,64.51906923,0.992355451,0.000299364,0.032974428,0.000569417,0.010176678,0.016917342,1627.801,8625.9371,5.299134907,2002
STOCK BUY,SA,10859.45513,963.359,0.343849984,0.50426251,0.315872043,0.007238385,18.00969537,0.171814501,0.009775928,0.020257667,0.136034356,0.003468074,0.007238385,1215.77,8536.72212,7.021658801,2002
TIANCHENG,SA,6626.57139,837.391,0.472760824,0.572122469,0.227389039,0.004881001,53.95631516,1,0,0.038555015,0,0.001671859,0.004881001,858.988,2356.26589,2.743071952,2002
BOJOS,SA,9141.70694,658.427,0.592614196,0.615346383,0.050752971,0.008706992,96.47183673,0.973469388,0,0.013746108,0,0.006521604,0.008706992,887.652,4438.08162,4.999799043,2002
KASCHELI,SA,4080.72938,490.282,0.485320178,0.594335727,0.265825224,0.002955976,54.91139715,0.977383729,0,0.006845564,0,0.002210972,0.002955976,535.464,1669.33824,3.117554569,2002
SANDRA,SA,7297.89337,437.784,0.458111145,0.556267351,0.204883891,0.015850266,62.65508179,0.85550395,0.046069424,0.016064257,0.002895302,0.013408439,0.015850266,479.245,3053.1891,6.370831412,2002
REGER,SA,2567.12566,391.398,0.350540978,0.581465775,0.529213424,0.026542281,70.67321763,1,0,0.066353187,0.004963427,0.00319368,0.026542281,385.008,1239.82584,3.220259943,2002
YINGFAT,SA,4924.66673,342.524,0.495466401,0.603320362,0.265480306,0.006182195,59.66964912,0.780531974,0.104392606,0.077512777,0.035775128,0.006148474,0.006182195,491.934,2758.07105,5.606587571,2002
ANDREZA,SA,2485.66042,257.706,0.440243378,0.587374904,0.346765195,0.009805881,,,0,0,0,0.007066192,0.009805881,264.048,1029.7872,3.9,2002
GOLDFLEX,SA,2728.48492,241.091,0.365200486,0.591499256,0.532733078,0.020654562,,,0,0,0,0.011812967,0.020654562,235.044,1263.0464,5.3736594,2002
SANTAFE,SA,3569.17378,219.609,0.563790606,0.642244916,0.215419079,0.003821232,84.51583534,0.177428526,0,0.021766802,0.018329939,0.004703815,0.003821232,302.192,2030.9208,6.720630592,2002
CACIQUE,SA,4179.28496,217.06,0.518129293,0.614479513,0.241925461,0.008110653,64.44426076,0.929189806,0,0.028874966,0.000136203,0.005979913,0.008110653,259.014,1836.9645,7.092143668,2002
CORTI,SA,2154.55339,199.525,0.403267904,0.586372748,0.434883797,0.007749286,61.41910268,0.392344384,0.037507871,0.045485714,0.019428571,0.00550307,0.007749286,229.266,1123.34406,4.899741174,2002
LIFENG,SA,1974.4029,173.49,0.493828423,0.613619916,0.289024191,0.018162063,71.4078,1,0.081242025,0.052256532,0,0.002928123,0.018162063,172.386,653.62962,3.791663012,2002
MIMI,SA,3312.84733,149.574,0.568111866,0.612657754,0.112821055,0.002242853,69.83189411,0.434633352,0,0.03648863,0,0.003536711,0.002242853,145.974,1072.4397,7.346785729,2002
LOBELSON,SA,2026.24208,145.121,0.546254103,0.564562276,0.030963087,0.012474289,,,0,0,0,0.003514309,0.012474289,,,,2002
GREATYEAR,SA,949.41904,129.826,0.497592159,0.632867628,0.366058279,0.00208162,,,0,0,0,0.000192565,0.00208162,,,,2002
SHENFA,SA,1762.29659,127.324,0.454221477,0.611409107,0.374705469,0.028390607,,,0,0,0,0.011278314,0.028390607,,,,2002
KINGFORCE,SA,1830.46448,125.735,0.430088018,0.599456355,0.406528604,0.015979704,68.49263111,1,0,0.053513514,0,0.008517915,0.015979704,125.254,656.3294,5.239987545,2002
HUIMAO,SA,1232.89488,118.476,0.543268807,0.628980592,0.211523597,0.018376749,66.70225601,1,0.02772532,0.053682037,0.059187887,0.008609339,0.018376749,108.318,389.9448,3.6,2002
KAIBUO,SA,3660.68895,116.881,0.484817668,0.58229236,0.162008714,0.063041199,47.79275766,0.913091922,0.006261378,0.079892581,0,0.025324903,0.063041199,93.843,665.7785,7.094599491,2002
FRIENDLY,SA,965.79164,98.26,0.521974729,0.580528868,0.1365789,0.003063953,52.35165253,1,0,0.10443038,0,0.002106656,0.003063953,94.782,236.955,2.5,2002
LONGPOWER,SA,1077.863,82.521,0.273917706,0.426463566,0.254567408,0.010752211,69.53586489,1,0,0.032717475,0,0.006301426,0.010752211,94.571,666.7395,7.050147508,2002
BLIP,SA,797.3302,72.797,0.394352942,0.610895524,0.551172939,0.005154627,51.80643373,1,0,0.002293578,0.001529052,0.003228155,0.005154627,75.474,369.8226,4.9,2002
IFCO,SA,608.98987,71.763,0.162139347,0.616234316,1.107006098,0.073021757,70,0,0,0.025,0,0.012346195,0.073021757,7.848,49.0788,6.253669725,2002
GOLDENGLOR,SA,1047.0754,70.757,0.528591227,0.586240629,0.137576558,0.00172765,71.57876547,0.952486694,0,0.045454545,0,0.006006473,0.00172765,115.748,620.9814,5.364942807,2002
GLORYCH,SA,588.95505,69.249,0.167735721,0.580339322,0.934613703,0.043675846,,,0,0,0,0.013660847,0.043675846,,,,2002
MAIDE,SA,1392.36674,67.38,0.501549556,0.553996763,0.112541801,0.005011,62.96330117,1,0,0.000868056,0,0.004838231,0.005011,72.06,546.9354,7.59,2002
NANKANG,SA,453.65919,62.945,0.131662515,0.6089582,1.161760572,0.054998291,,,0,0,0,0.011946938,0.054998291,,,,2002
FRANKLIN,SA,1699.93492,59.632,0.396929419,0.551590854,0.063302876,0.319336048,,,0,0,0,0.010631876,0.319336048,,,,2002
BISONVLT,SA,501.34401,45.843,0.418009622,0.579402872,0.373134128,0.010654261,44.63802978,0.307687412,0.10933364,0.022619048,0.048809524,0.008092839,0.010654261,46.434,238.758,5.141878796,2002
NOVELTY,SA,278.50654,43.73,0.462705508,0.577049815,0.260428929,0.009862282,61.5,1,0,0.051724138,0,0.005076606,0.009862282,15.12,46.2672,3.06,2002
TREVO,SA,539.78351,43.714,0.388059706,0.58017468,0.4569079,0.00075597,,,0,0,0,0.000388891,0.00075597,,,,2002
BLIP-FL1,SA,350.82097,41.912,0.196302975,0.540347589,0.719634605,0.029533126,,,0,0,0,0.008517847,0.029533126,,,,2002
BUFENG,SA,292.18261,40.314,0.503349258,0.564540561,0.124895352,0.009574868,,,0,0,0,0.00131468,0.009574868,,,,2002
SYNCO,SA,361.21625,38.455,0.145729241,0.586327031,0.993671243,0.067685881,,,0,0,0,0.017995059,0.067685881,,,,2002
WINGFOOT#1,SA,153.97436,38.114,-0.083599373,0.601231802,1.666287166,0.05240918,54.17026416,1,0,0.040716612,0,0.006296899,0.05240918,37.479,87.0654,2.323044905,2002
ELLE,SA,402.17002,34.171,0.465288959,0.581541382,0.273648618,0.004174553,63.68632825,0.275560906,0.001349123,0.178666667,0.004,0.003745866,0.004174553,39.933,188.28546,4.715034182,2002
QINGYUN#2,SA,517.19256,33.522,0.63297322,0.657464797,0.068721445,0.002975371,49.43481489,1,0,0.082328329,0.000492247,0.01082871,0.002975371,286.311,1234.46385,4.311618659,2002
YANGDER,SA,569.75766,26.479,0.592996486,0.650097495,0.161388879,0.001798291,77.47847774,0.338629226,0.005368748,0.0848,0,0.005740398,0.001798291,43.296,290.0832,6.7,2002
CIM,SA,267.08142,26.292,0.142487785,0.510523511,0.727930307,0.02048791,,,0,0,0,0.00521071,0.02048791,2.4,18.84,7.85,2002
BISONSER,SA,372.65607,24.435,0.554416355,0.600353149,0.114031632,0.000911833,69.5,1,0,0.012152778,0,0.001514221,0.000911833,44.037,228.9924,5.2,2002
M.C.,SA,126.70293,21.203,-0.140109151,0.57497608,1.640554327,0.041992241,,,0,0,0,0.006980144,0.041992241,,,,2002
WEIHUA,SA,614.39468,19.923,0.449285645,0.521645551,0.134638357,0.016509095,,,0,0,0,0.008733624,0.016509095,,,,2002
CHINGLEAD,SA,145.08909,17.959,-0.271723394,0.586202397,1.949762866,0.111406654,66.16153846,1,0,0.022613065,0,0.014366056,0.111406654,,,,2002
HENRICH,SA,355.33794,16.975,0.504546123,0.55154415,0.098265077,0.006585618,62,1,0,0,0,0.006362297,0.006585618,18,136.62,7.59,2002
CACIQUEMG,SA,315.93554,16.829,0.522775247,0.606282731,0.212024801,0.000090145,84.11314985,1,0,0,0,5.94212E-05,0.000090145,17.658,122.013,6.909785933,2002
MALU,SA,186.59679,13.863,0.332870088,0.406270847,0.113665299,0.009961372,,,0,0,0,0.008728269,0.009961372,20.214,134.4231,6.65,2002
DAYNAN,SA,182.81998,13.251,0.335093681,0.504516711,0.299220632,0.040038622,58.75426195,1,0,0.052631579,0,0.016225191,0.040038622,12.03,82.725,6.876558603,2002
TAKEPOINT,SA,205.90985,11.66,0.419779093,0.464497089,0.077400814,0.00561605,84,1,0,0.033057851,0,0.006603774,0.00561605,9.984,71.3856,7.15,2002
IFAND,SA,153.89981,11.455,0.471324299,0.527055747,0.115793775,0.002045422,49.50882969,1,0,0.035608309,0,0.004103012,0.002045422,20.046,99.2277,4.95,2002
RENI,SA,128.86266,10.897,0.486420581,0.532717475,0.098472048,0.00060483,48.10860561,1,0,0,0.004166667,0.001192989,0.00060483,52.14,234.63,4.5,2002
NOVUS,SA,132.17751,10.421,0.500376955,0.577528287,0.181825789,0.000793857,86.16327827,0.160101652,0,0.013257576,0,0.002974762,0.000793857,19.032,93.006,4.886822194,2002
YINGBAO,SA,39.42784,9.995,0.094193595,0.637984405,1.397013126,0.100446284,,,0,0,0,0.007103552,0.100446284,,,,2002
GENFOOT,SA,97.48198,9.172,0.487755481,0.582159372,0.211580643,0.015047602,112.5579545,0.809090909,0,0,0,0.002507632,0.015047602,10.548,52.74,5,2002
AGUIA,SA,122.16548,9.07,0.241129409,0.559268482,0.690324468,0.030514594,,,0,0,0,0.008599779,0.030514594,,,,2002
POUYUEN,SA,283.95798,8.898,0.492348621,0.537673674,0.096433423,0.001601892,76.82557832,1,0,0.066028708,0,0.007529782,0.001601892,55.006,614.96708,11.18,2002
SUNGET,SA,59.12285,7.165,0.112795814,0.51485196,0.816071959,0.012404341,,,0,0,0,0.00418702,0.012404341,,,,2002
